numero,publicacao,assunto,classificacao,permanente,situacao,validade,servidores,link,alteracao
CPV.0042,03/30/2021,Trata da designação dos membros da Comissão de Educação a Distância (Ead) do IFSP – Câmpus Capivari.,C,,,Alterada pela portaria nº CPV.0076/2021,sem mandato expresso,Leticia Pedroso Ramos;Bruna Carolina;Rodrigues da Cunha;Fleides Teodoro de Lima;Gislaine Vieira Damiani;Ione Arsenio da Silva;Rafael Fernando Diorio;Rafael Wendel Pinheiro;Rúbia Dias Adão;Valdir Antonio Vitorino Filho.,https://drive.ifsp.edu.br/s/ELawmsNA7xxIRUk,Altera CPV.0056/2020,,
CPV.0043,03/30/2021,Trata da aprovação do Projeto Institucional “Preparação de material didático para aulas práticas presenciais para alunos em defasagem de aulas práticas experimentais em laboratório químico por conta do Ensino Remoto Emergencial devido à pandemia de Covid19” do IFSP-Câmpus Capivari para o 1ª semestre letivo de 2021.,C,,,extinta,até 29 de julho de 2021.,Silvânia Regina Mendes Moreschi,https://drive.ifsp.edu.br/s/rmz5sIvi7DTVJhs,,,
CPV.0044,03/30/2021,Trata da aprovação do Projeto Institucional “Fábrica de Software” do IFSP-Câmpus Capivari para o 1ª semestre letivo de 2021.,C,,,extinta,até 29 de julho de 2021.,"Carlos Roberto Paviotti;Rafael Wendel Pinheiro",https://drive.ifsp.edu.br/s/bjqNUv3SgsI4hkp,,,
CPV.0045,03/30/2021,Trata da aprovação do Projeto Institucional “Desenvolvimento de software para gestão de patrimônio” do IFSP-Câmpus Capivari para o 1ª semestre letivo de 2021.,C,,,extinta,até 29 de julho de 2021.,"Edivaldo Serafim;Rafael Wendel Pinheiro",https://drive.ifsp.edu.br/s/RuzWxXUJZi4qmAf,,,
CPV.0046,03/30/2021,Trata da aprovação do Projeto Institucional “Grupo de Estudos em Matemática e Pensamento Computacional” do IFSP-Câmpus Capivari para o 1ª semestre letivo de 2021.,C,,,extinta,até 29 de julho de 2021.,"Karlan Ricomini Alves;Marcelo Simplício de Lira",https://drive.ifsp.edu.br/s/HndPNABPP27c2J4,,,
CPV.0047,03/30/2021,Trata da aprovação do Projeto Institucional “Agentes de Prospecção de Projetos de Inovação (API)” do IFSP-Câmpus Capivari para o 1ª semestre letivo de 2021.,C,,,extinta,até 29 de julho de 2021.,"Alexandre Camargo Maia;Fernando César Russo Gomes",https://drive.ifsp.edu.br/s/SKLSmJBJyutjqZ1,,,
CPV.0048,03/30/2021,Trata da aprovação do Projeto Institucional “Diálogo Intercultural Online Brasil-Argentina (DIOBA) ” do IFSP-Câmpus Capivari para o 1ª semestre letivo de 2021.,C,,,extinta,até 29 de julho de 2021.,Fernanda Tonelli,https://drive.ifsp.edu.br/s/UCPFIkMIZWZlz5u,,,
CPV.0049,03/30/2021,Trata da aprovação do Projeto Institucional “Grupo de Estudos em Teorias Pedagógicas Contemporâneas” do IFSP-Câmpus Capivari para o 1ª semestre letivo de 2021.,C,,,extinta,até 29 de julho de 2021.,"Everton Pereira Barbosa;Flávio Henrique Ferraresi;Juscelino Pereira de Souza;Maria Amélia Ferracciú Pagotto",https://drive.ifsp.edu.br/s/LltqQT4e45QX38Z,,,
CPV.0050,03/30/2021,"Trata da aprovação do Projeto Institucional “Grupo de Sistematização do Projeto de Inovação da Licenciatura em Química""” do IFSP-Câmpus Capivari para o 1ª semestre letivo de 2021.",C,,,extinta,até 29 de julho de 2021.,"Ana Carla Dantas Midões;Carlos Fernando Barboza da Silva;Francisco Márcio Barbosa Teixeira;Mayumi Silva Kawamoto;Roberto Bineli Muterle;Thalita Arthur;Valéria Scomparim",https://drive.ifsp.edu.br/s/Zltjg5IwwwhW0o7,,,
CPV.0051,03/30/2021,Trata da designação dos membros do Núcleo de Apoio às Pessoas com Necessidades Educacionais Específicas – NAPNE do IFSP-Câmpus Capivari.,M,,,revogada Pela Portaria CPV IFSP nº 0176/2021,sem mandato expresso,Isabel Cristina das Chagas Oliveira;Beatriz Simonaio Birelli Falco;Camila Centurion Silva;Éder Valdir de Oliveira;Gianna Andréia Ferreira Gobbi Spadote;Grazielle Nayara Felício Silva;Grazielle Cristine Elias;Isabel Cristina das Chagas Oliveira;Ivana Lopes de Oliveira;Juscelino Pereira de Souza;Maria Heloisa Saraiva Vicente;Pedro William Simões de Oliveira;Roberta Pereira Pires,https://drive.ifsp.edu.br/s/ZYOctiVTclw3rDQ,Altera CPV.0001/2021;0212/2020;0073/2020;0050/2020;0181/2019;0162/2019;0134/2019;0028/2019;0159/2018;0133/2018;0055/2018;0129/2017;0086/2017;0022/2017;0121/2016;,,
CPV.0052,03/30/2021,Trata da designação de orientadores de estágio curricular do Curso de Licenciatura em Química do IFSP-Câmpus Capivari.,C,,,Alterada pela portaria 57/2023,sem mandato expresso,"Carlos Fernando Barboza da Silva;Francisco Márcio Barbosa Teixeira;Thalita Arthur;Valéria Scomparim",https://drive.ifsp.edu.br/s/gW0RnNJy7t3hlza,Altera CPV0122/2020;0040/2020,,
CPV.0053,04/05/2021,"Trata  da designaçãodos  membros  da Comissão de Inventário Físico Anual   dos Bens Imóveis, Móveis,Intangíveis  e  do  Almoxarifado 2020do  IFSP  Câmpus Capivari",C,,,extinta,até 30 de junho de 2021,Roberto Binelo Muterle;Alexandre Santa Bárbara Azevedo;Elizabeth Machado Baptestini Andrade;Fabiana Bigaton Tonin;Francisco Marcio Barbosa Teixeira;Mateus Henrique Messias;Thalita Arthur;Tiago Pellimda Silva,https://drive.ifsp.edu.br/s/RnFjscpMB4IzOdp,Altera CPV.0172/2020,,
CPV.0054,04/08/2021,Trata da designação dos membros da Comissão Organizadora do I Seminário de Tecnologia da Informação e Comunicação na Educação do IFSP – Câmpus Capivari.,C,,,extinta,16 e 17 de julho de 2021,Alexandre Garcia Aguado Erica Maio Taveira Grande Ione Arsenio da SilvaThalita ArthurTiago Pellim da SilvaValéria Scomparim,https://drive.ifsp.edu.br/s/bDFJbiSAevkrkNT,,,
CPV.0055,04/08/2021,Trata da designação dos membros do Colegiado do Curso de Pós-Graduação Lato Sensu em Tecnologia da Informação e Comunicação na Educação do IFSP-Câmpus Capivari.,M,,,Revogada pela Portaria nº  CPV.0209/2021,"Discentes terá vigência até 07 de abril de 2022. Docentes e técnicos em assuntos educacionais ou pedagogos terá vigência até 07 de abril de 2023.",Thalita Arthur;Alexandre Garcia Aguado;Ione Arsenio da Silva;Rolando Ruggiero;Tiago Pellim da Silva;Carlos Fernando Barboza da Silva (1º suplente);Érica Maio Taveira Grande (2ª suplente);Gianna Andréia Ferreira Gobbi Spadote;Robson Bueno de Camargo;Elvis Rodrigues,https://drive.ifsp.edu.br/s/IeGTjzAUiP0dCLv,,,
CPV.0056,04/08/2021,Trata da designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos (CurricularEletrivaII(EL2A6))do IFSP – Câmpus Capivari.,M,,,extinta,"Até 12 de maio de 2020, a data de 05 de junho de 2021.","Rolando Ruggiero;Alexandre Garcia Aguado;Gianna Andréia Ferreira Gobbi Spadote;Wagner Machado do Amaral",https://drive.ifsp.edu.br/s/QPqrL5wKS5ey9we,,,
CPV.0057,04/08/2021,Trata da designação dos membros da Comissão para Elaboração e Implementação do Projeto Pedagógico do Curso (CEIC) Técnico em Química Integrado ao Ensino Médio do IFSP-Câmpus Capivari.,C,,,Alterada pela portaria n° CPV.0109/2021,até a formatura da primeira turma do novo currículo do curso a ser proposto.,Maria Elisa de Castro Almeida;André Valente de Barros Barretoe Gustavo Baptistella Leite da SilvaAderbal Almeida Rocha;Alexandre Camargo Maia;André Castilho Garcia;Carolina Marocco Corneta;Cleidson Santiago de Oliveira;Felipe de Paula Góis Vieira;Gianna Andréia Ferreira Gobbi Spadote;Irlla Karla dos Santos Diniz;Isabel Cristina das Chagas Oliveira;Luís Eduardo Pais dos Santos;Sheila Pasqualotto;,https://drive.ifsp.edu.br/s/6lC8oirehbpSwjb,Altera CPV.0036/2021;0180/2020;0130/2020,,
CPV.0058,04/08/2021,Trata da designação dos membros da Comissão para Elaboração e Implementação do Projeto Pedagógico (CEIC) do Curso Técnico em Informática Integrado ao Ensino Médio do IFSP - Câmpus Capivari.,C,,,Alterada pela portaria n° CPV.0100/2021,O mandato da comissão estende-se até a formatura da primeira turma do novo currículo do curso a ser proposto.,Everton Pereira Barbosa;Alexandre Camargo Maia;André Valente de Barros Barreto;Bruna Carolina Rodrigues da Cunha;Edivaldo Serafim;Fabiana BigatonTonin;Gianna Andréia Ferreira Gobbi Spadote;Gustavo Baptistella Leiteda Silva;Irlla Karla dos Santos Diniz;Isabel Cristina das Chagas Oliveira;Karlan Ricomini Alves;Maria Amélia Ferracciú Pagotto;Maria Elisa de Castro Almeida;Rolando Ruggiero,https://drive.ifsp.edu.br/s/r37kKILAW3DbBO8,Altera CPV.0206/2020;0133/2020;0076/2020;0066/2020;0033/2020;0131/2019;0084/2019;0027/2019;0118/2018;0043/2018;0021/2017;0005/2016.,,
CPV.0059,04/08/2021,Trata da designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos do IFSP – Câmpus Capivari.(Prática Pedagógica II(PP2L2)),C,,,extinta,"Até  12 de maio de 2020, a data de 05 de junho de 2021.",Elizabeth Machado Baptestini Andrade -PresidenteCarlos Fernando Barboza da SilvaGianna Andréia Ferreira Gobbi SpadoteThalita Arthur,https://drive.ifsp.edu.br/s/QrkZcwvKxRlwdpP,,,
CPV.0060,04/08/2021,"Trata da designação dos membros da Comissão para Elaboração e Implementação do Projeto Pedagógico do Curso (CEIC) Técnico em Administração Integrado ao Ensino Médio, modalidade Educação de Jovens e Adultos do IFSP - Câmpus Capivari.",C,,,Alterada pela portaria n° CPV.0110/2021,O mandato da comissão estende-se até a formatura da primeira turma do novo currículo do curso a ser proposto.,"Fleides Teodoro de Lima;;Gustavo Baptistella Leite da Silva;Alexandre Camargo Maia;Carlos Roberto Paviotti;Fernando Cesar Russo Gomes;Gianna Andréia Ferreira Gobbi Spadote;Igor Vasconcelos Nogueira;Isabel Cristina das Chagas;Marcelo Simplício de Lyra;Maria Amélia Ferracciú Pagotto;Mauro Vanderlei Amorim;Roberta Pereira Pires;Talita Barbosa Plantcoski Bulgraen;Valdir Antonio Vitorino Filho",https://drive.ifsp.edu.br/s/1T0BWSmnzwR6rC5,Altera CPV.0031/2021;0020/2021;0004/2021;0181/2020;0132/2020;0075/2020;0031/2020,,
CPV.0061,04/08/2021,Trata da designação dos membros da Comissão para Elaboração e Implementação do Projeto Pedagógico do Curso (CEIC) Técnico em Recursos Humanos Concomitante/Subsequente do IFSP - Câmpus Capivari.,C,,,Revogada Pela Poetaria CPV IFSp nº 0175/2021,até a formatura da primeira turma do curso.,Igor Vasconcelos Nogueira;Fernando Cesar Russo Gomes;Fleides Teodoro de Lima;Gustavo Baptistella Leite da Silva;Helen Gláucia Stefanelli;Isabel Cristina das Chagas Oliveira;Juscelino Pereira de Souza;Valdir Antonio Vitorino Filho,https://drive.ifsp.edu.br/s/oD7dJBs6EbmdveP,Altera CPV.0037/2021;0005/2021;0186/2020;0120/20020;0047/2020;0155/2019;0087/2019;0161/2018;0106/2018;0030/2018;,,
CPV.0062,04/08/2021,Trata da designação dos membros da Comissão Especial de Compras e Acompanhamento das Ações de Alimentação Escolar do IFSP – Câmpus Capivari.,C,,,Alterada pela Portaria CPV.0131/2021,sem mandato expresso,Carolina Marocco Corneta;Antonio Carlos da Silva Bomfim;Beatriz Simonaio Birelli Falco;Carolina Marocco Corneta;César Eduardo Armelin;Eduardo Camargo Maia;Gilberto Bulgraen Junior;Rodrigo Scontre;,https://drive.ifsp.edu.br/s/JjrFYqpXu0n7II2,Altera CPV.0029/2021;0179/2020;0044/2020,,
CPV.0063,04/08/2021,Trata da designação dos membros do Colegiado do Curso Superior de Tecnologia em Processos Químicos do IFSP - Câmpus Capivari.,M,,,Revogada pela Portaria CPV IFSP nº 0192/2021,"docentes, pedagogos ou técnicos em assuntos educacionais encerra-se em 15 de setembro de 2022;discentes encerra-se em 15 de setembro de 2021.","Mateus Nordi Esperança;Alexandre Santa Bárbara Azevedo;Everton Pereira Barbosa;Fernanda Ortolan;João Batista de Medeiros;José Ricardo Turquetti;Mauro Vanderlei de Amorim;Mayumi Silva Kawamoto;Jéssica de Paula Rodrigues;Natália Prado Mobiolli;Aline Cristina Vitti Ramos;Maria Heloísa Saraiva Vicente;Leticia Pedroso Ramos;Beatriz Simonaio Birelli Falco  ",https://drive.ifsp.edu.br/s/jHy6u3bNwCkuDTf,CPV.0034/2021;0167/2020,,
CPV.0064,04/08/2021,Trata da designação dos membros do Colegiado do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas do IFSP - Câmpus Capivari.,M,,,Revogada pela Portaria CPV IFSP nº 0190/2021,mandato discentes: até 15/09/2021;mandato docentes e TAEs: até 15/09/2022,Rafael Fernando Diorio;Bruna Carolina Rodrigues da Cunha;Carlos Roberto Paviotti;Edivaldo Serafim;Rolando Ruggiero;Vitor Brandi Junior. Wagner Machado do Amaral;Rafael Wendel Pinheiro;Carlos Benjamim Pazzianotto;Gianna Andréia Ferreira Gobbi Spadote;Beatriz Simonaio Birelli Falco,https://drive.ifsp.edu.br/s/A2cqmyU40Jp0GzJ,Altera CPV.0166/2020,,
CPV.0065,04/08/2021,"Trata da designação dos membros da Comissão Eleitoral Local para as eleições dos membros administrativos, docentes, discentes e egressos do Conselho Superior do IFSP mandato 2021 – 2023.",M,,,extinta,"até a homologação pelo Conselho Superior, de acordo com o cronograma Eleitoral, ANEXO I, do referido Código Eleitoral.",Ademir Geraldo Cavallari Costalonga;Camila Centurion Silva;Roberto Bineli Muterle;Gislaine Vieira Damiani,https://drive.ifsp.edu.br/s/IHVL2kJEH43rhMu,Altera CPV.0024/2021,,
CPV.0066,04/08/2021,Trata da Designação dos membros da Comissão de Matrícula para Auxílio à Coordenadoria de Registros Acadêmicos do IFSP - Câmpus Capivari.,C,,,Revogada pela Portaria CPV IFSP nº 0141/2021,Até fim das matriculas,Grazielle Cristine Elias;Arlete Teresinha Esteves Brandi;IvanaLopes de Oliveira Arruda;Washington Ernando Pereira Benício,https://drive.ifsp.edu.br/s/IxKluZjpLZ96lNc,Altera CPV.0003/2021,,
CPV.0067,04/08/2021,Trata da designação dos membros da Comissão de Extensão do IFSP - Câmpus Capivari.,C,,,Alterada pela portaria nº CPV.0124/2021,sem mandato expresso,"Gustavo Baptistella Leite da Silva;Alexandre Santa Bárbara Azevedo;Camila Centurion SIlva;Fernanda Ortolan;Fleides Teodoro de Lima;Larissa Hanako Suzuki;ilvânia Regina Mendes Moreschi ",https://drive.ifsp.edu.br/s/GtrUGwCHHTz2Kve,Altera CPV.0028/2021;0178/2020;0085/2019,,
CPV.0068,04/08/2021,"Revoga a Portaria nº CPV.0092/2020, e 0093/2020 de 22 de abril de 2020.",R,,,revogação,sem mandato expresso,,https://drive.ifsp.edu.br/s/y9S35OXHzQlYlkX,Revoga CPV.0092/2020;CPV.0093/2020,,
CPV.0069,04/08/2021,Trata da designação dos membros da Brigada de Incêndio do IFSP – Câmpus Capivari.,C,,,Alterada pela portaria CPV IFSP nº. 0133/2021,sem mandato expresso,Cleidson Santiago de Oliveira;Gilberto Bulgraen Junior;Ana Carla Dantas Midões;André Castilho Garcia;Antonio Carlos da Silva Bomfim;Carolina Marocco Corneta;Gustavo Baptistella Leite da Silva;Izabel Maria Barral Teixeira;João Batista de Medeiros;Larissa Aparecida Gatti;;Lucas Bonetti;Luís Eduardo Pais dos Santos;Mayumi Silva Kawamoto;Micael Douglas Diniz;Renan Giollo Francisco;Tiago José Berg;Vitor Brandi Junior;Washington Ernando Pereira Benício.,https://drive.ifsp.edu.br/s/D1Chd4fWgClpP3J,Altera CPV.0021/2021;0018/2021;0176/2020;0174/2020;0123/2020/ 0051/2020;0194/2019;0176/2019;0077/2019;0069/2018;0169/2017;0163/2017.,,
CPV.0070,04/09/2021,Trata da designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos do IFSP – Câmpus Capivari. (Filosofia da Educação (FIEL2)),C,,,extinta,até 07 de junho de 2021.,"Carlos Fernando Barboza da Silva;Felipe de Paula Góis Vieira;Gianna Andréia Ferreira Gobbi Spadote;Joana Carolina Schossler",https://drive.ifsp.edu.br/s/8EfSuvhVyuiwSab,,,
CPV.0071,04/09/2021,Trata da designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos do IFSP – Câmpus Capivari.(Sociologia da Educação (SOEL2)),C,,,extinta,até 07 de junho de 2021.,"Carlos Fernando Barboza da Silva;Gianna Andréia Ferreira Gobbi Spadote;Ione Arsenio da Silva;Maria Amélia Ferracciú Pagotto",https://drive.ifsp.edu.br/s/7qFUgGuIxoLbJfo,,,
CPV.0072,04/09/2021,Trata da designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos do IFSP – Câmpus Capivari.(Organização de Laboratório Didático: (OLTL8),C,,,Alterada pela portaria nº CPV.0123/2021,até 07 de junho de 2021.,"Roberto Bineli Muterle;Fernanda Ortolan;Francisco Márcio Barbosa Teixeira;Gianna Andréia Ferreira Gobbi Spadote",https://drive.ifsp.edu.br/s/yh32PAr3huo1oFs,,,
CPV.0073,04/09/2021,Trata da designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos do IFSP – Câmpus Capivari.(Educação Profissional (EPRL8)),C,,,extinta,até 07 de junho de 2021.,"Thalita Arthur;Gianna Andréia Ferreira Gobbi Spadote;Ione Arsenio da Silva;Valéria Scomparim",https://drive.ifsp.edu.br/s/z5GRhsxCqvnyckN,,,
CPV.0074,04/09/2021,Trata da designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos do IFSP – Câmpus Capivari.(Fundamentos da Educação de Jovens e Adultos (EJAL6) ),C,,,extinta,até 07 de junho de 2021.,"Thalita Arthur;Gianna Andréia Ferreira Gobbi Spadote;Ione Arsenio da Silva;Valéria Scomparim",https://drive.ifsp.edu.br/s/m6EtLua0bnGGjK9,,,
CPV.0075,04/09/2021,Trata da designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos do IFSP – Câmpus Capivari.(Química Orgânica II (QR2L4) ),C,,,extinta,até 07 de junho de 2021.,"João Batista de Medeiros;Gianna Andréia Ferreira Gobbi Spadote;Luís Eduardo Pais dos Santos;Roberto Bineli Muterle",https://drive.ifsp.edu.br/s/PGY684LiwsFTfOb,,,
CPV.0076,04/09/2021,Trata da designação dos membros da Comissão de Educação a Distância (Ead) do IFSP – Câmpus Capivari.,C,,,Alterada pela portaria nº CPV.0113/2021,sem mandato expresso,"Valdir Antonio Vitorino Filho;Alexandre Garcia Aguado;Bruna Carolina Rodrigues da Cunha;Fleides Teodoro de Lima;Gislaine Vieira Damiani;Ione Arsenio da Silva;Rafael Fernando Diorio;Rafael Wendel Pinheiro;Rúbia Dias Adão;Tiago Pellim da Silva",https://drive.ifsp.edu.br/s/OhFFsPsnxjbcFBp,Altera CPV.0042/2021;0056/2020,,
CPV.0077,04/09/2021,Trata da designação dos membros do Núcleo Docente Estruturante do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas do IFSP – Câmpus Capivari.,C,,,revogada pela portaria 39/2022,"Art. 4º O mandato dos membros Bruna Carolina Rodrigues da Cunha, Fernando César Russo Gomes e Adriana Morais da Silva, se encerra em 08 de abril de 2024. Art. 5º O mandato do membro Rafael Fernando Diorio se encerra em 08 de abril de 2023. Art. 6º O mandato dos membros Rolando Ruggiero e Wagner Machado do Amaral se encerra em 08 de abril de 2022.","Rafael Fernando Diorio;Adriana Morais da Silva;Rolando Ruggiero;Wagner Machado do Amaral;Bruna Carolina Rodrigues da Cunha;Fernando César Russo Gomes ",https://drive.ifsp.edu.br/s/VJlmK2fkFjB69rc,CPV.0168/2019;0078/2018,,
CPV.0078,04/09/2021,Trata da nomeação da Comissão Eleitoral para a eleição de Coordenador do Curso de Tencologia em Processos Químicos do IFSP-Câmpus Capivari.,C,,,extinta,até 21 de junho de 2021,"Ademir Geraldo Cavallari Costalonga;Alexandre Santa Bárbara Azevedo;Aline Cristina Vitti Ramos",https://drive.ifsp.edu.br/s/Aj6Wfo2FJ1CS2J9,,,
CPV.0079,04/09/2021,Trata da nomeação da Comissão Eleitoral para a eleição de Coordenador do Curso de Tecnologia em Análise e Desenvolvimento de Sistemas do IFSP-Câmpus Capivari.,C,,,extinta,até 21 de junho de 2021,"Rafael Fernando Diorio;Wagner Machado do Amaral;Carlos Benjamim Pazzianoto",https://drive.ifsp.edu.br/s/EP121Qf6VNmJQZx,,,
CPV.0080,04/09/2021,Trata da nomeação da Comissão Eleitoral para a eleição de Coordenador do Curso de Licenciatura em Química do IFSP-Câmpus Capivari.,C,,,extinta,até 21 de junho de 2021,"João Batista de Medeiros;Roberto Bineli Muterle;Luiz Miguel Pereira da Silva",https://drive.ifsp.edu.br/s/vjVlsUStu5qlBjM,,,
CPV.0081,04/09/2021,"Trata da nomeação da Comissão Eleitoral para a eleição de Coordenador do Curso de Técnico em Administração integrado ao Ensino Médio, na modalidade Educação de Jovens e Adultos (EJA).   do IFSP-Câmpus Capivari.",,,,extinta,até 21 de junho de 2021,"Maria Amélia Ferracciú Pagotto;Pedro William Simões de Oliveira;Evelin Rosa de Jesus",https://drive.ifsp.edu.br/s/awaFUqmkcYd7fLo,,,
CPV.0082,04/09/2021,Trata da nomeação da Comissão Eleitoral para a eleição de Coordenador do Curso de Técnico em Informática integrado ao Ensino Médio do IFSP-Câmpus Capivari.,,,,extinta,até 21 de junho de 2021,"Maria Amélia Ferracciú Pagotto;Pedro William Simões de Oliveira;Luis Henrique do Livramento",https://drive.ifsp.edu.br/s/GbOFqEmeqYue4kz,,,
CPV.0083,04/09/2021,Trata da nomeação da Comissão Eleitoral para a eleição de Coordenador dos Cursos de Técnico em Química do IFSP-Câmpus Capivari.,,,,extinta,até 21 de junho de 2021,"Maria Amélia Ferracciú Pagotto;Pedro William Simões de Oliveira;;Clede Daiane Santana Couto;Sthefany Lorrany Silva Rocha de Jesus",https://drive.ifsp.edu.br/s/p9GPMky1MiBCmNY,,,
CPV.0084,04/10/2021,Institui a Comissão de Acompanhamento e Fiscalização do Acordo de Colaboração Técnica entre o Instituto Federal de São Paulo – IFSP e o Universidade Federal Rural do Rio de Janeiro,C,,,vigente,sem mandato expresso,"Carlos Roberto Paviotti;Larissa Aparecida Gatti",https://drive.ifsp.edu.br/s/pLgQYFp7JJcNxQI,Altera CPV.0146/2019,,
CPV.0085,04/10/2021,Trata da composição da Comissão Local de Elaboração do Plano de Desenvolvimento Institucional 2019-2023 do IFSP-Câmpus Capivari.,C,,,Revogada pela Portaria CPV IFSP nº 29/2022,até 31 de dezembro de 2023.,"Valdir Antonio Vitorino Filho;Maria Elisa de Castro Almeida;Nycolas dos Santos GaldinoCarlos Roberto Paviotti;Gilberto Bulgraen Junior;Rúbia Dias Adão",https://drive.ifsp.edu.br/s/s47gJBlkYLhzMbE,Altera CPV.0222/2020;0215/2020;0088/2020;0038/2020;0184/2017,,
CPV.0086,04/10/2021,Trata da composição da Comissão de Elaboração do Plano de Desenvolvimento da Unidade do IFSP - Câmpus Capivari referente ao ciclo de planejamento de desenvolvimento institucional entre 2019 e 2023.,,,,Revogada pela Portaria CPV IFSP nº 28/2022,até 31 de dezembro de 2023.,"Carlos Roberto Paviotti;Gilberto Bulgraen Junior;Rúbia Dias Adão;Valdir Antonio Vitorino Filho;Maria Elisa de Castro Almeida;Nycolas dos Santos Galdino",https://drive.ifsp.edu.br/s/dBbHQIEHeyckuJG,Altera CPV.0223/2020;0216/2020;0209/2020,,
CPV.0087,04/10/2021,Trata da designação de membros do Grupo de Trabalho para Proposta de Estratégia de Reorganização das Atividades Acadêmicas do IFSP - Câmpus Capivari.,,,,Revogada pela Portaria CPV IFSP nº 0140/2021,até 31 de julho de 2021.,"Carlos Roberto Paviotti;Ana Paula Pereira;Alexandre Santa Bárbara Azevedo;;Carlos Fernando Barboza da Silva;Everton Pereira Barbosa;Fleides Teodoro de Lima;Gianna Andréia Ferreira Gobbi Spadote;Grazielle Cristine Elias;Isabel Cristina das Chagas Oliveira;Maria Elisa de Castro Almeida;Mateus Nordi Esperança;Rafael Fernando Diorio;;Vítor Rafael Gomes écnico",https://drive.ifsp.edu.br/s/Rs5ZJxkMwoUTbi6,Altera CPV.0234/2020;0208/2020;0152/2020;0119/2020,,
CPV.0088,04/10/2021,"Trata da designação dos fiscais técnicos, fiscais administrativos e gestores do Contrato 01.712/2021 do IFSP-Câmpus Capivari.",,,,Alterada pela portaria nº CPV.0106/2021,"até o vencimento do contrato e de sua garantia, quando houver.",Gilberto Bulgraen Junior;Larissa Carvalho Alves;César Eduardo Armelin;Eduardo Camargo Maia;Júnio Rodrigues de Oliveira;Antonio Carlos da Silva Bonfim;Rodrigo Scontre;carlos roberto paviotti,https://drive.ifsp.edu.br/s/QHViERvbdCzSIK5,Altera CPV.0011/2021,,
CPV.0089,04/10/2021,Trata da designação dos membros da Comissão Local de Permanência e Êxito dos Estudantes do IFSP - Câmpus Capivari.,,,,revogada pela Portaria CPV IFSP nº 0171/2021,sem mandato expresso,"carlos roberto paviotti;Alexandre Camargo Maia;Beatriz Simonaio Birelli Falco;Carlos Fernando Barboza da Silva;Everton Pereira Barbosa;Fleides Teodoro de Lima;Grazielle nayara Felício Silva;Gustavo Baptistella Leite da Silva;Maria Elisa de Castro Almeida;Maria Heloisa Saraiva Vicente;Mateus Nordi Esperança;Pedro Henrique Alcântara da Silva;Rafael Fernando Diorio;Thalita Arthur",https://drive.ifsp.edu.br/s/y1xqkZHYDj16vjw,Altera CPV.0038/2021;0007/2021;0202/2020,,
CPV.0090,04/14/2021,Trata da nomeação dos membros do Conselho de Câmpus do IFSP-Câmpus Capivari.,M,,,Alterada pela portaria nº CPV.0095/2021,Mandato dos membros até 11 de dezembro de 2021,Arlete Teresinha Esteves Brandi;Isabel Cristina das Chagas Oliveira;Maria Heloisa Saraiva Vicente;Fabiana Bigaton Tonin;Francine Maria Ribeiro;Valdir Antonio Vitorino Filho;Roberto Bineli Muterle;Vitor Brandi Junior;Beatriz Santos Silva;Guilherme Henrique Inocêncio;João Pedro Adami de Carvalho;Héllen Cristine Florentino Cruz;Daniela Loatti;Letícia de Goes Peressim Travaiolli;Gabriel Sanches Cerezer,https://drive.ifsp.edu.br/s/aODdgLfHwqgg1bP,Altera CPV.0040/2021;0009/2021;232/2020;0163/2020;0087/2020;0188/2019;,,
CPV.0091,04/15/2021,Trata da designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos do IFSP – Câmpus Capivari.,C,,,Alterada pela portaria nº CPV.0119/2021,Até 14 de junho de 2021.,"Ademir Geraldo Cavallari Costalonga;Fleides Teodoro de Lima;Gianna Andréia Ferreira Gobbi Spadote;Valdir Antonio Vitorino Filho",https://drive.ifsp.edu.br/s/fw6Q0bGHlDJSJxj,,,
CPV.0092,04/15/2021,Trata da designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos do IFSP – Câmpus Capivari.,C,,,Alterada pela portaria nº CPV.0102/2021,Até 14 de junho de 2021.,"Ademir Geraldo Cavallari Costalonga;Gianna Andréia Ferreira Gobbi Spadote;João Batista de Medeiros;José Ricardo Turquetti",https://drive.ifsp.edu.br/s/0sXD7J2belal34p,,,
CPV.0093,04/15/2021,Trata da designação dos membros da Comissão Verificadora de Aproveitamento de Estudos do Curso de Processos Químicos do IFSP-Câmpus Capivari.,C,,,vigente,sem mandato expresso,"Alexandre Santa Bárbara Azevedo;Mauro Vanderlei de Amorim",https://drive.ifsp.edu.br/s/PPl2wbGvFnxBZof,Altera CPV.0004/2018;,,
